Expert_ID,Category,Coder_Topic,Coder_Theme,Respondent_Themed_Group,Respondent_Themed_Group_Name
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.3,Aspectos socio-económicos,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.4,Bienestar humano,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.5,Biodiversidad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.6,Ciclos biogeoquímicos,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.7,Conciencia ambiental,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.8,Conservación,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.9,Contaminación,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.10,Ecología,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.11,Ecosistemas,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.12,Especies clave,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.13,Evolución,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.14,Geografia,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.15,Impactos del cambio climático,Tema 2,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.16,Oceanografía física,Tema 1,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Impacto del cambio climatico en los sistemas territorials
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Servicios ecosistemicos
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Acciones sostenibles
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,Cambio climático y respuestas adaptativas culturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.17,Pesquerias,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,sustentantabilidad y bienestar
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,biodiversidad
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,Espacialización socioeconomica del cambio climático
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,NO
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,No
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,Oceanos  y ciclos naturales
Expert_003,Biodiversidad en Mares Mexicanos,2.1.18,Productividad,Tema 3,Impacto del cambio climatico en los sistemas territorials
